lemma,global_position,sentence_id,local_word_id,original_text
queens,306380,24267,1256,Queens
birthday,306381,24267,1257,birthday
and,306382,24267,1258,and
throw,306383,24267,1259,throwing
everything,306384,24267,1260,everything
down,306385,24267,1261,down
in,306386,24267,1262,in
all,306387,24267,1263,all
direction,306388,24267,1264,directions
if,306389,24267,1265,if
you,306390,24267,1266,you
do,306391,24267,1267,did
not,306392,24267,1268,nt
open,306393,24267,1269,open
the,306394,24267,1270,the
window,306395,24267,1271,windows
when,306396,24267,1272,when
general,306397,24267,1273,general
ulysses,306398,24267,1274,Ulysses
grant,306399,24267,1275,Grant
whoever,306400,24267,1276,whoever
he,306401,24267,1277,he
be,306402,24267,1278,was
or,306403,24267,1279,or
do,306404,24267,1280,did
suppose,306405,24267,1281,supposed
to,306406,24267,1282,to
be,306407,24267,1283,be
some,306408,24267,1284,some
great,306409,24267,1285,great
fellow,306410,24267,1286,fellow
land,306411,24267,1287,landed
off,306412,24267,1288,off
the,306413,24267,1289,the
ship,306414,24267,1290,ship
and,306415,24267,1291,and
old,306416,24267,1292,old
sprague,306417,24267,1293,Sprague
the,306418,24267,1294,the
consul,306419,24267,1295,consul
that,306420,24267,1296,that
be,306421,24267,1297,was
there,306422,24267,1298,there
from,306423,24267,1299,from
before,306424,24267,1300,before
the,306425,24267,1301,the
flood,306426,24267,1302,flood
dress,306427,24267,1303,dressed
up,306428,24267,1304,up
poor,306429,24267,1305,poor
man,306430,24267,1306,man
and,306431,24267,1307,and
he,306432,24267,1308,he
in,306433,24267,1309,in
mourn,306434,24267,1310,mourning
for,306435,24267,1311,for
the,306436,24267,1312,the
son,306437,24267,1313,son
then,306438,24267,1314,then
the,306439,24267,1315,the
same,306440,24267,1316,same
old,306441,24267,1317,old
bugle,306442,24267,1318,bugles
for,306443,24267,1319,for
reveille,306444,24267,1320,reveille
in,306445,24267,1321,in
the,306446,24267,1322,the
morning,306447,24267,1323,morning
and,306448,24267,1324,and
drum,306449,24267,1325,drums
roll,306450,24267,1326,rolling
and,306451,24267,1327,and
the,306452,24267,1328,the
unfortunate,306453,24267,1329,unfortunate
poor,306454,24267,1330,poor
devil,306455,24267,1331,devils
of,306456,24267,1332,of
soldier,306457,24267,1333,soldiers
walk,306458,24267,1334,walking
about,306459,24267,1335,about
with,306460,24267,1336,with
messtin,306461,24267,1337,messtins
smell,306462,24267,1338,smelling
the,306463,24267,1339,the
place,306464,24267,1340,place
more,306465,24267,1341,more
than,306466,24267,1342,than
the,306467,24267,1343,the
old,306468,24267,1344,old
longbearded,306469,24267,1345,longbearded
jew,306470,24267,1346,jews
in,306471,24267,1347,in
their,306472,24267,1348,their
jellibee,306473,24267,1349,jellibees
and,306474,24267,1350,and
levite,306475,24267,1351,levites
assembly,306476,24267,1352,assembly
and,306477,24267,1353,and
sound,306478,24267,1354,sound
clear,306479,24267,1355,clear
and,306480,24267,1356,and
gunfire,306481,24267,1357,gunfire
for,306482,24267,1358,for
the,306483,24267,1359,the
man,306484,24267,1360,men
to,306485,24267,1361,to
cross,306486,24267,1362,cross
the,306487,24267,1363,the
line,306488,24267,1364,lines
and,306489,24267,1365,and
the,306490,24267,1366,the
warden,306491,24267,1367,warden
march,306492,24267,1368,marching
with,306493,24267,1369,with
his,306494,24267,1370,his
key,306495,24267,1371,keys
to,306496,24267,1372,to
lock,306497,24267,1373,lock
the,306498,24267,1374,the
gate,306499,24267,1375,gates
and,306500,24267,1376,and
the,306501,24267,1377,the
bagpipe,306502,24267,1378,bagpipes
and,306503,24267,1379,and
only,306504,24267,1380,only
captain,306505,24267,1381,captain
groves,306506,24267,1382,Groves
and,306507,24267,1383,and
father,306508,24267,1384,father
talk,306509,24267,1385,talking
about,306510,24267,1386,about
rorkes,306511,24267,1387,Rorkes
drift,306512,24267,1388,drift
and,306513,24267,1389,and
plevna,306514,24267,1390,Plevna
and,306515,24267,1391,and
sir,306516,24267,1392,sir
garnet,306517,24267,1393,Garnet
wolseley,306518,24267,1394,Wolseley
and,306519,24267,1395,and
gordon,306520,24267,1396,Gordon
at,306521,24267,1397,at
khartoum,306522,24267,1398,Khartoum
light,306523,24267,1399,lighting
their,306524,24267,1400,their
pipe,306525,24267,1401,pipes
for,306526,24267,1402,for
they,306527,24267,1403,them
everytime,306528,24267,1404,everytime
they,306529,24267,1405,they
go,306530,24267,1406,went
out,306531,24267,1407,out
drunken,306532,24267,1408,drunken
old,306533,24267,1409,old
devil,306534,24267,1410,devil
with,306535,24267,1411,with
his,306536,24267,1412,his
grog,306537,24267,1413,grog
on,306538,24267,1414,on
the,306539,24267,1415,the
windowsill,306540,24267,1416,windowsill
catch,306541,24267,1417,catch
he,306542,24267,1418,him
leave,306543,24267,1419,leaving
any,306544,24267,1420,any
of,306545,24267,1421,of
it,306546,24267,1422,it
pick,306547,24267,1423,picking
his,306548,24267,1424,his
nose,306549,24267,1425,nose
try,306550,24267,1426,trying
to,306551,24267,1427,to
think,306552,24267,1428,think
of,306553,24267,1429,of
some,306554,24267,1430,some
other,306555,24267,1431,other
dirty,306556,24267,1432,dirty
story,306557,24267,1433,story
to,306558,24267,1434,to
tell,306559,24267,1435,tell
up,306560,24267,1436,up
in,306561,24267,1437,in
a,306562,24267,1438,a
corner,306563,24267,1439,corner
but,306564,24267,1440,but
he,306565,24267,1441,he
never,306566,24267,1442,never
forget,306567,24267,1443,forgot
himself,306568,24267,1444,himself
when,306569,24267,1445,when
i,306570,24267,1446,I
be,306571,24267,1447,was
there,306572,24267,1448,there
send,306573,24267,1449,sending
i,306574,24267,1450,me
out,306575,24267,1451,out
of,306576,24267,1452,of
the,306577,24267,1453,the
room,306578,24267,1454,room
on,306579,24267,1455,on
some,306580,24267,1456,some
blind,306581,24267,1457,blind
excuse,306582,24267,1458,excuse
pay,306583,24267,1459,paying
his,306584,24267,1460,his
compliment,306585,24267,1461,compliments
the,306586,24267,1462,the
bushmills,306587,24267,1463,Bushmills
whisky,306588,24267,1464,whisky
talk,306589,24267,1465,talking
of,306590,24267,1466,of
course,306591,24267,1467,course
but,306592,24267,1468,but
he,306593,24267,1469,hed
do,306594,24267,1470,do
the,306595,24267,1471,the
same,306596,24267,1472,same
to,306597,24267,1473,to
the,306598,24267,1474,the
next,306599,24267,1475,next
woman,306600,24267,1476,woman
that,306601,24267,1477,that
come,306602,24267,1478,came
along,306603,24267,1479,along
i,306604,24267,1480,I
suppose,306605,24267,1481,suppose
he,306606,24267,1482,he
die,306607,24267,1483,died
of,306608,24267,1484,of
gallop,306609,24267,1485,galloping
drink,306610,24267,1486,drink
age,306611,24267,1487,ages
ago,306612,24267,1488,ago
the,306613,24267,1489,the
day,306614,24267,1490,days
like,306615,24267,1491,like
year,306616,24267,1492,years
not,306617,24267,1493,not
a,306618,24267,1494,a
letter,306619,24267,1495,letter
from,306620,24267,1496,from
a,306621,24267,1497,a
living,306622,24267,1498,living
soul,306623,24267,1499,soul
except,306624,24267,1500,except
the,306625,24267,1501,the
odd,306626,24267,1502,odd
few,306627,24267,1503,few
i,306628,24267,1504,I
post,306629,24267,1505,posted
to,306630,24267,1506,to
myself,306631,24267,1507,myself
with,306632,24267,1508,with
bit,306633,24267,1509,bits
of,306634,24267,1510,of
paper,306635,24267,1511,paper
in,306636,24267,1512,in
they,306637,24267,1513,them
so,306638,24267,1514,so
bored,306639,24267,1515,bored
sometimes,306640,24267,1516,sometimes
i,306641,24267,1517,I
could,306642,24267,1518,could
fight,306643,24267,1519,fight
with,306644,24267,1520,with
my,306645,24267,1521,my
nail,306646,24267,1522,nails
listen,306647,24267,1523,listening
to,306648,24267,1524,to
that,306649,24267,1525,that
old,306650,24267,1526,old
arab,306651,24267,1527,Arab
with,306652,24267,1528,with
the,306653,24267,1529,the
one,306654,24267,1530,one
eye,306655,24267,1531,eye
and,306656,24267,1532,and
his,306657,24267,1533,his
heass,306658,24267,1534,heass
of,306659,24267,1535,of
a,306660,24267,1536,an
instrument,306661,24267,1537,instrument
sing,306662,24267,1538,singing
his,306663,24267,1539,his
heah,306664,24267,1540,heah
heah,306665,24267,1541,heah
aheah,306666,24267,1542,aheah
all,306667,24267,1543,all
my,306668,24267,1544,my
compriment,306669,24267,1545,compriment
on,306670,24267,1546,on
your,306671,24267,1547,your
hotchapotch,306672,24267,1548,hotchapotch
of,306673,24267,1549,of
your,306674,24267,1550,your
heass,306675,24267,1551,heass
as,306676,24267,1552,as
bad,306677,24267,1553,bad
as,306678,24267,1554,as
now,306679,24267,1555,now
with,306680,24267,1556,with
the,306681,24267,1557,the
hand,306682,24267,1558,hands
hang,306683,24267,1559,hanging
off,306684,24267,1560,off
i,306685,24267,1561,me
look,306686,24267,1562,looking
out,306687,24267,1563,out
of,306688,24267,1564,of
the,306689,24267,1565,the
window,306690,24267,1566,window
if,306691,24267,1567,if
there,306692,24267,1568,there
be,306693,24267,1569,was
a,306694,24267,1570,a
nice,306695,24267,1571,nice
fellow,306696,24267,1572,fellow
even,306697,24267,1573,even
in,306698,24267,1574,in
the,306699,24267,1575,the
opposite,306700,24267,1576,opposite
house,306701,24267,1577,house
that,306702,24267,1578,that
medical,306703,24267,1579,medical
in,306704,24267,1580,in
holles,306705,24267,1581,Holles
street,306706,24267,1582,street
the,306707,24267,1583,the
nurse,306708,24267,1584,nurse
be,306709,24267,1585,was
after,306710,24267,1586,after
when,306711,24267,1587,when
i,306712,24267,1588,I
put,306713,24267,1589,put
on,306714,24267,1590,on
my,306715,24267,1591,my
glove,306716,24267,1592,gloves
and,306717,24267,1593,and
hat,306718,24267,1594,hat
at,306719,24267,1595,at
the,306720,24267,1596,the
window,306721,24267,1597,window
to,306722,24267,1598,to
show,306723,24267,1599,show
i,306724,24267,1600,I
be,306725,24267,1601,was
go,306726,24267,1602,going
out,306727,24267,1603,out
not,306728,24267,1604,not
a,306729,24267,1605,a
notion,306730,24267,1606,notion
what,306731,24267,1607,what
i,306732,24267,1608,I
mean,306733,24267,1609,meant
arent,306734,24267,1610,arent
they,306735,24267,1611,they
thick,306736,24267,1612,thick
never,306737,24267,1613,never
understand,306738,24267,1614,understand
what,306739,24267,1615,what
you,306740,24267,1616,you
say,306741,24267,1617,say
even,306742,24267,1618,even
youd,306743,24267,1619,youd
want,306744,24267,1620,want
to,306745,24267,1621,to
print,306746,24267,1622,print
it,306747,24267,1623,it
up,306748,24267,1624,up
on,306749,24267,1625,on
a,306750,24267,1626,a
big,306751,24267,1627,big
poster,306752,24267,1628,poster
for,306753,24267,1629,for
they,306754,24267,1630,them
not,306755,24267,1631,not
even,306756,24267,1632,even
if,306757,24267,1633,if
you,306758,24267,1634,you
shake,306759,24267,1635,shake
hand,306760,24267,1636,hands
twice,306761,24267,1637,twice
with,306762,24267,1638,with
the,306763,24267,1639,the
left,306764,24267,1640,left
he,306765,24267,1641,he
do,306766,24267,1642,did
not,306767,24267,1643,nt
recognise,306768,24267,1644,recognise
i,306769,24267,1645,me
either,306770,24267,1646,either
when,306771,24267,1647,when
i,306772,24267,1648,I
half,306773,24267,1649,half
frown,306774,24267,1650,frowned
at,306775,24267,1651,at
he,306776,24267,1652,him
outside,306777,24267,1653,outside
westland,306778,24267,1654,Westland
row,306779,24267,1655,row
chapel,306780,24267,1656,chapel
where,306781,24267,1657,where
do,306782,24267,1658,does
their,306783,24267,1659,their
great,306784,24267,1660,great
intelligence,306785,24267,1661,intelligence
come,306786,24267,1662,come
in,306787,24267,1663,in
id,306788,24267,1664,Id
like,306789,24267,1665,like
to,306790,24267,1666,to
know,306791,24267,1667,know
grey,306792,24267,1668,grey
matter,306793,24267,1669,matter
they,306794,24267,1670,they
have,306795,24267,1671,have
it,306796,24267,1672,it
all,306797,24267,1673,all
in,306798,24267,1674,in
their,306799,24267,1675,their
tail,306800,24267,1676,tail
if,306801,24267,1677,if
you,306802,24267,1678,you
ask,306803,24267,1679,ask
i,306804,24267,1680,me
that,306805,24267,1681,those
country,306806,24267,1682,country
gouger,306807,24267,1683,gougers
up,306808,24267,1684,up
in,306809,24267,1685,in
the,306810,24267,1686,the
city,306811,24267,1687,City
arm,306812,24267,1688,Arms
intelligence,306813,24267,1689,intelligence
they,306814,24267,1690,they
have,306815,24267,1691,had
a,306816,24267,1692,a
damn,306817,24267,1693,damn
sight,306818,24267,1694,sight
less,306819,24267,1695,less
than,306820,24267,1696,than
the,306821,24267,1697,the
bull,306822,24267,1698,bulls
and,306823,24267,1699,and
cow,306824,24267,1700,cows
they,306825,24267,1701,they
be,306826,24267,1702,were
sell,306827,24267,1703,selling
the,306828,24267,1704,the
meat,306829,24267,1705,meat
and,306830,24267,1706,and
the,306831,24267,1707,the
coalman,306832,24267,1708,coalmans
bell,306833,24267,1709,bell
that,306834,24267,1710,that
noisy,306835,24267,1711,noisy
bugger,306836,24267,1712,bugger
try,306837,24267,1713,trying
to,306838,24267,1714,to
swindle,306839,24267,1715,swindle
i,306840,24267,1716,me
with,306841,24267,1717,with
the,306842,24267,1718,the
wrong,306843,24267,1719,wrong
bill,306844,24267,1720,bill
he,306845,24267,1721,he
take,306846,24267,1722,took
out,306847,24267,1723,out
of,306848,24267,1724,of
his,306849,24267,1725,his
hat,306850,24267,1726,hat
what,306851,24267,1727,what
a,306852,24267,1728,a
pair,306853,24267,1729,pair
of,306854,24267,1730,of
paw,306855,24267,1731,paws
and,306856,24267,1732,and
pot,306857,24267,1733,pots
and,306858,24267,1734,and
pan,306859,24267,1735,pans
and,306860,24267,1736,and
kettle,306861,24267,1737,kettles
to,306862,24267,1738,to
mend,306863,24267,1739,mend
any,306864,24267,1740,any
break,306865,24267,1741,broken
bottle,306866,24267,1742,bottles
for,306867,24267,1743,for
a,306868,24267,1744,a
poor,306869,24267,1745,poor
man,306870,24267,1746,man
today,306871,24267,1747,today
and,306872,24267,1748,and
no,306873,24267,1749,no
visitor,306874,24267,1750,visitors
or,306875,24267,1751,or
post,306876,24267,1752,post
ever,306877,24267,1753,ever
except,306878,24267,1754,except
his,306879,24267,1755,his
cheque,306880,24267,1756,cheques
or,306881,24267,1757,or
some,306882,24267,1758,some
advertisement,306883,24267,1759,advertisement
like,306884,24267,1760,like
that,306885,24267,1761,that
wonderworker,306886,24267,1762,wonderworker
they,306887,24267,1763,they
send,306888,24267,1764,sent
he,306889,24267,1765,him
address,306890,24267,1766,addressed
dear,306891,24267,1767,dear
madam,306892,24267,1768,Madam
only,306893,24267,1769,only
his,306894,24267,1770,his
letter,306895,24267,1771,letter
and,306896,24267,1772,and
the,306897,24267,1773,the
card,306898,24267,1774,card
from,306899,24267,1775,from
milly,306900,24267,1776,Milly
this,306901,24267,1777,this
morning,306902,24267,1778,morning
see,306903,24267,1779,see
she,306904,24267,1780,she
write,306905,24267,1781,wrote
a,306906,24267,1782,a
letter,306907,24267,1783,letter
to,306908,24267,1784,to
he,306909,24267,1785,him
who,306910,24267,1786,who
do,306911,24267,1787,did
i,306912,24267,1788,I
get,306913,24267,1789,get
the,306914,24267,1790,the
last,306915,24267,1791,last
letter,306916,24267,1792,letter
from,306917,24267,1793,from
o,306918,24267,1794,O
mrs,306919,24267,1795,Mrs
dwenn,306920,24267,1796,Dwenn
now,306921,24267,1797,now
what,306922,24267,1798,what
possess,306923,24267,1799,possessed
her,306924,24267,1800,her
to,306925,24267,1801,to
write,306926,24267,1802,write
from,306927,24267,1803,from
canada,306928,24267,1804,Canada
after,306929,24267,1805,after
so,306930,24267,1806,so
many,306931,24267,1807,many
year,306932,24267,1808,years
to,306933,24267,1809,to
know,306934,24267,1810,know
the,306935,24267,1811,the
recipe,306936,24267,1812,recipe
i,306937,24267,1813,I
have,306938,24267,1814,had
for,306939,24267,1815,for
pisto,306940,24267,1816,pisto
madrileno,306941,24267,1817,madrileno
floey,306942,24267,1818,Floey
dillon,306943,24267,1819,Dillon
since,306944,24267,1820,since
she,306945,24267,1821,she
write,306946,24267,1822,wrote
to,306947,24267,1823,to
say,306948,24267,1824,say
she,306949,24267,1825,she
be,306950,24267,1826,was
marry,306951,24267,1827,married
to,306952,24267,1828,to
a,306953,24267,1829,a
very,306954,24267,1830,very
rich,306955,24267,1831,rich
architect,306956,24267,1832,architect
if,306957,24267,1833,if
im,306958,24267,1834,Im
to,306959,24267,1835,to
believe,306960,24267,1836,believe
all,306961,24267,1837,all
i,306962,24267,1838,I
hear,306963,24267,1839,hear
with,306964,24267,1840,with
a,306965,24267,1841,a
villa,306966,24267,1842,villa
and,306967,24267,1843,and
eight,306968,24267,1844,eight
room,306969,24267,1845,rooms
her,306970,24267,1846,her
father,306971,24267,1847,father
be,306972,24267,1848,was
a,306973,24267,1849,an
awfully,306974,24267,1850,awfully
nice,306975,24267,1851,nice
man,306976,24267,1852,man
he,306977,24267,1853,he
be,306978,24267,1854,was
near,306979,24267,1855,near
seventy,306980,24267,1856,seventy
always,306981,24267,1857,always
goodhumour,306982,24267,1858,goodhumoured
well,306983,24267,1859,well
now,306984,24267,1860,now
miss,306985,24267,1861,Miss
tweedy,306986,24267,1862,Tweedy
or,306987,24267,1863,or
miss,306988,24267,1864,Miss
gillespie,306989,24267,1865,Gillespie
there,306990,24267,1866,theres
the,306991,24267,1867,the
piannyer,306992,24267,1868,piannyer
that,306993,24267,1869,that
be,306994,24267,1870,was
a,306995,24267,1871,a
solid,306996,24267,1872,solid
silver,306997,24267,1873,silver
coffee,306998,24267,1874,coffee
service,306999,24267,1875,service
he,307000,24267,1876,he
have,307001,24267,1877,had
too,307002,24267,1878,too
on,307003,24267,1879,on
the,307004,24267,1880,the
mahogany,307005,24267,1881,mahogany
sideboard,307006,24267,1882,sideboard
then,307007,24267,1883,then
die,307008,24267,1884,dying
so,307009,24267,1885,so
far,307010,24267,1886,far
away,307011,24267,1887,away
i,307012,24267,1888,I
hate,307013,24267,1889,hate
person,307014,24267,1890,people
that,307015,24267,1891,that
have,307016,24267,1892,have
always,307017,24267,1893,always
their,307018,24267,1894,their
poor,307019,24267,1895,poor
story,307020,24267,1896,story
to,307021,24267,1897,to
tell,307022,24267,1898,tell
everybody,307023,24267,1899,everybody
have,307024,24267,1900,has
their,307025,24267,1901,their
own,307026,24267,1902,own
trouble,307027,24267,1903,troubles
that,307028,24267,1904,that
poor,307029,24267,1905,poor
nancy,307030,24267,1906,Nancy
blake,307031,24267,1907,Blake
die,307032,24267,1908,died
a,307033,24267,1909,a
month,307034,24267,1910,month
ago,307035,24267,1911,ago
of,307036,24267,1912,of
acute,307037,24267,1913,acute
neumonia,307038,24267,1914,neumonia
well,307039,24267,1915,well
i,307040,24267,1916,I
do,307041,24267,1917,did
not,307042,24267,1918,nt
know,307043,24267,1919,know
her,307044,24267,1920,her
so,307045,24267,1921,so
well,307046,24267,1922,well
as,307047,24267,1923,as
all,307048,24267,1924,all
that,307049,24267,1925,that
she,307050,24267,1926,she
be,307051,24267,1927,was
floeys,307052,24267,1928,Floeys
friend,307053,24267,1929,friend
more,307054,24267,1930,more
than,307055,24267,1931,than
my,307056,24267,1932,mine
poor,307057,24267,1933,poor
nancy,307058,24267,1934,Nancy
its,307059,24267,1935,its
a,307060,24267,1936,a
bother,307061,24267,1937,bother
have,307062,24267,1938,having
to,307063,24267,1939,to
answer,307064,24267,1940,answer
he,307065,24267,1941,he
always,307066,24267,1942,always
tell,307067,24267,1943,tells
i,307068,24267,1944,me
the,307069,24267,1945,the
wrong,307070,24267,1946,wrong
thing,307071,24267,1947,things
and,307072,24267,1948,and
no,307073,24267,1949,no
stop,307074,24267,1950,stops
to,307075,24267,1951,to
say,307076,24267,1952,say
like,307077,24267,1953,like
make,307078,24267,1954,making
a,307079,24267,1955,a
speech,307080,24267,1956,speech
your,307081,24267,1957,your
sad,307082,24267,1958,sad
bereavement,307083,24267,1959,bereavement
symph̸athy,307084,24267,1960,symph̸athy
i,307085,24267,1961,I
always,307086,24267,1962,always
make,307087,24267,1963,make
that,307088,24267,1964,that
mistake,307089,24267,1965,mistake
and,307090,24267,1966,and
new̸phew,307091,24267,1967,new̸phew
with,307092,24267,1968,with
2,307093,24267,1969,2
double,307094,24267,1970,double
yous,307095,24267,1971,yous
in,307096,24267,1972,in
i,307097,24267,1973,I
hope,307098,24267,1974,hope
hell,307099,24267,1975,hell
write,307100,24267,1976,write
i,307101,24267,1977,me
a,307102,24267,1978,a
long,307103,24267,1979,longer
letter,307104,24267,1980,letter
the,307105,24267,1981,the
next,307106,24267,1982,next
time,307107,24267,1983,time
if,307108,24267,1984,if
it,307109,24267,1985,it
be,307110,24267,1986,s
a,307111,24267,1987,a
thing,307112,24267,1988,thing
he,307113,24267,1989,he
really,307114,24267,1990,really
like,307115,24267,1991,likes
i,307116,24267,1992,me
of,307117,24267,1993,O
thanks,307118,24267,1994,thanks
be,307119,24267,1995,be
to,307120,24267,1996,to
the,307121,24267,1997,the
great,307122,24267,1998,great
god,307123,24267,1999,God
i,307124,24267,2000,I
get,307125,24267,2001,got
somebody,307126,24267,2002,somebody
to,307127,24267,2003,to
give,307128,24267,2004,give
i,307129,24267,2005,me
what,307130,24267,2006,what
i,307131,24267,2007,I
badly,307132,24267,2008,badly
want,307133,24267,2009,wanted
to,307134,24267,2010,to
put,307135,24267,2011,put
some,307136,24267,2012,some
heart,307137,24267,2013,heart
up,307138,24267,2014,up
into,307139,24267,2015,into
i,307140,24267,2016,me
you,307141,24267,2017,you
have,307142,24267,2018,ve
no,307143,24267,2019,no
chance,307144,24267,2020,chances
at,307145,24267,2021,at
all,307146,24267,2022,all
in,307147,24267,2023,in
this,307148,24267,2024,this
place,307149,24267,2025,place
like,307150,24267,2026,like
you,307151,24267,2027,you
use,307152,24267,2028,used
long,307153,24267,2029,long
ago,307154,24267,2030,ago
i,307155,24267,2031,I
wish,307156,24267,2032,wish
somebody,307157,24267,2033,somebody
would,307158,24267,2034,would
write,307159,24267,2035,write
i,307160,24267,2036,me
a,307161,24267,2037,a
loveletter,307162,24267,2038,loveletter
his,307163,24267,2039,his
be,307164,24267,2040,was
not,307165,24267,2041,nt
much,307166,24267,2042,much
and,307167,24267,2043,and
i,307168,24267,2044,I
tell,307169,24267,2045,told
he,307170,24267,2046,him
he,307171,24267,2047,he
could,307172,24267,2048,could
write,307173,24267,2049,write
what,307174,24267,2050,what
he,307175,24267,2051,he
like,307176,24267,2052,liked
your,307177,24267,2053,yours
ever,307178,24267,2054,ever
hugh,307179,24267,2055,Hugh
boylan,307180,24267,2056,Boylan
in,307181,24267,2057,in
old,307182,24267,2058,old
madrid,307183,24267,2059,Madrid
stuff,307184,24267,2060,stuff
silly,307185,24267,2061,silly
woman,307186,24267,2062,women
believe,307187,24267,2063,believe
love,307188,24267,2064,love
be,307189,24267,2065,is
sigh,307190,24267,2066,sighing
i,307191,24267,2067,I
be,307192,24267,2068,am
die,307193,24267,2069,dying
still,307194,24267,2070,still
if,307195,24267,2071,if
he,307196,24267,2072,he
write,307197,24267,2073,wrote
it,307198,24267,2074,it
i,307199,24267,2075,I
suppose,307200,24267,2076,suppose
thered,307201,24267,2077,thered
be,307202,24267,2078,be
some,307203,24267,2079,some
truth,307204,24267,2080,truth
in,307205,24267,2081,in
it,307206,24267,2082,it
true,307207,24267,2083,true
or,307208,24267,2084,or
no,307209,24267,2085,no
it,307210,24267,2086,it
fill,307211,24267,2087,fills
up,307212,24267,2088,up
your,307213,24267,2089,your
whole,307214,24267,2090,whole
day,307215,24267,2091,day
and,307216,24267,2092,and
life,307217,24267,2093,life
always,307218,24267,2094,always
something,307219,24267,2095,something
to,307220,24267,2096,to
think,307221,24267,2097,think
about,307222,24267,2098,about
every,307223,24267,2099,every
moment,307224,24267,2100,moment
and,307225,24267,2101,and
see,307226,24267,2102,see
it,307227,24267,2103,it
all,307228,24267,2104,all
round,307229,24267,2105,round
you,307230,24267,2106,you
like,307231,24267,2107,like
a,307232,24267,2108,a
new,307233,24267,2109,new
world,307234,24267,2110,world
i,307235,24267,2111,I
could,307236,24267,2112,could
write,307237,24267,2113,write
the,307238,24267,2114,the
answer,307239,24267,2115,answer
in,307240,24267,2116,in
bed,307241,24267,2117,bed
to,307242,24267,2118,to
let,307243,24267,2119,let
he,307244,24267,2120,him
imagine,307245,24267,2121,imagine
i,307246,24267,2122,me
short,307247,24267,2123,short
just,307248,24267,2124,just
a,307249,24267,2125,a
few,307250,24267,2126,few
word,307251,24267,2127,words
not,307252,24267,2128,not
that,307253,24267,2129,those
long,307254,24267,2130,long
cross,307255,24267,2131,crossed
letter,307256,24267,2132,letters
atty,307257,24267,2133,Atty
dillon,307258,24267,2134,Dillon
use,307259,24267,2135,used
to,307260,24267,2136,to
write,307261,24267,2137,write
to,307262,24267,2138,to
the,307263,24267,2139,the
fellow,307264,24267,2140,fellow
that,307265,24267,2141,that
be,307266,24267,2142,was
something,307267,24267,2143,something
in,307268,24267,2144,in
the,307269,24267,2145,the
four,307270,24267,2146,four
court,307271,24267,2147,courts
that,307272,24267,2148,that
jilt,307273,24267,2149,jilted
her,307274,24267,2150,her
after,307275,24267,2151,after
out,307276,24267,2152,out
of,307277,24267,2153,of
the,307278,24267,2154,the
lady,307279,24267,2155,ladies
letterwriter,307280,24267,2156,letterwriter
when,307281,24267,2157,when
i,307282,24267,2158,I
tell,307283,24267,2159,told
her,307284,24267,2160,her
to,307285,24267,2161,to
say,307286,24267,2162,say
a,307287,24267,2163,a
few,307288,24267,2164,few
simple,307289,24267,2165,simple
word,307290,24267,2166,words
he,307291,24267,2167,he
could,307292,24267,2168,could
twist,307293,24267,2169,twist
how,307294,24267,2170,how
he,307295,24267,2171,he
like,307296,24267,2172,liked
not,307297,24267,2173,not
act,307298,24267,2174,acting
with,307299,24267,2175,with
precipat,307300,24267,2176,precipat
precipitancy,307301,24267,2177,precipitancy
with,307302,24267,2178,with
equal,307303,24267,2179,equal
candour,307304,24267,2180,candour
the,307305,24267,2181,the
great,307306,24267,2182,greatest
earthly,307307,24267,2183,earthly
happiness,307308,24267,2184,happiness
answer,307309,24267,2185,answer
to,307310,24267,2186,to
a,307311,24267,2187,a
gentleman,307312,24267,2188,gentlemans
proposal,307313,24267,2189,proposal
affirmatively,307314,24267,2190,affirmatively
my,307315,24267,2191,my
goodness,307316,24267,2192,goodness
there,307317,24267,2193,theres
nothing,307318,24267,2194,nothing
else,307319,24267,2195,else
its,307320,24267,2196,its
all,307321,24267,2197,all
very,307322,24267,2198,very
fine,307323,24267,2199,fine
for,307324,24267,2200,for
they,307325,24267,2201,them
but,307326,24267,2202,but
as,307327,24267,2203,as
for,307328,24267,2204,for
be,307329,24267,2205,being
a,307330,24267,2206,a
woman,307331,24267,2207,woman
as,307332,24267,2208,as
soon,307333,24267,2209,soon
as,307334,24267,2210,as
you,307335,24267,2211,you
be,307336,24267,2212,re
old,307337,24267,2213,old
they,307338,24267,2214,they
might,307339,24267,2215,might
as,307340,24267,2216,as
well,307341,24267,2217,well
throw,307342,24267,2218,throw
you,307343,24267,2219,you
out,307344,24267,2220,out
in,307345,24267,2221,in
the,307346,24267,2222,the
bottom,307347,24267,2223,bottom
of,307348,24267,2224,of
the,307349,24267,2225,the
ashpit,307350,24267,2226,ashpit
.,307351,24267,2227,.
mulveys,307352,24268,1,Mulveys
be,307353,24268,2,was
the,307354,24268,3,the
first,307355,24268,4,first
when,307356,24268,5,when
i,307357,24268,6,I
be,307358,24268,7,was
in,307359,24268,8,in
bed,307360,24268,9,bed
that,307361,24268,10,that
morning,307362,24268,11,morning
and,307363,24268,12,and
mrs,307364,24268,13,Mrs
rubio,307365,24268,14,Rubio
bring,307366,24268,15,brought
it,307367,24268,16,it
in,307368,24268,17,in
with,307369,24268,18,with
the,307370,24268,19,the
coffee,307371,24268,20,coffee
she,307372,24268,21,she
stand,307373,24268,22,stood
there,307374,24268,23,there
stand,307375,24268,24,standing
when,307376,24268,25,when
i,307377,24268,26,I
